tx_id,customer_id,channel,country,period,amount_sar,is_fraud
91,116,mobile,SA,after_policy,389.5168473568305,0
92,206,branch,SA,before_policy,198.4991125023948,0
93,57,web,SA,after_policy,158.0848708567682,0
94,147,mobile,SA,before_policy,364.15390106749817,0
95,458,web,SA,after_policy,68.23496498201875,0
96,6,mobile,SA,before_policy,109.00661314298073,0
97,230,mobile,SA,after_policy,491.56474300701655,0
98,252,mobile,INTL,after_policy,69.94968051980612,0
99,777,web,SA,after_policy,144.8761597843076,0
100,780,mobile,SA,after_policy,230.88769512079264,0
101,677,mobile,GCC,after_policy,157.25819186070626,0
102,274,web,SA,before_policy,331.8198677427445,0
103,422,mobile,SA,after_policy,431.80526803903706,0
104,404,web,SA,before_policy,207.63153120911252,0
105,689,mobile,SA,after_policy,392.6991935702646,0
106,597,mobile,INTL,after_policy,77.47282075198731,0
107,726,web,SA,before_policy,132.91668929779811,0
108,441,mobile,SA,before_policy,799.2180610168443,0
109,736,web,SA,before_policy,578.2760181972228,0
110,595,web,SA,before_policy,60.71207138354748,0
111,592,web,SA,after_policy,147.09318743256011,0
112,530,mobile,SA,before_policy,163.24501612048377,0
113,269,web,SA,after_policy,198.65467052794827,0
114,487,mobile,SA,before_policy,362.06721203498466,0
115,286,mobile,GCC,before_policy,537.7594590565427,0
116,520,mobile,GCC,before_policy,152.35164805272834,0
117,204,mobile,GCC,before_policy,325.50898261955166,0
118,640,mobile,SA,after_policy,233.6296707708135,0
119,458,mobile,SA,before_policy,146.234055126478,0
120,569,mobile,GCC,after_policy,45.20868787285357,0
121,178,web,SA,after_policy,302.7573119834214,0
122,634,mobile,SA,before_policy,226.701822911005,0
123,643,mobile,SA,before_policy,194.94402402620602,0
124,117,mobile,INTL,before_policy,74.67264795283604,0
125,281,mobile,GCC,before_policy,584.8737963895908,0
126,543,web,GCC,after_policy,165.1295500608796,0
127,699,branch,SA,before_policy,66.75552712091789,0
128,590,mobile,INTL,before_policy,59.64293699881091,0
129,378,web,SA,after_policy,238.4669390357995,0
130,240,mobile,SA,before_policy,243.4897428505078,0
131,728,branch,SA,after_policy,107.32835677459946,0
132,700,mobile,SA,after_policy,205.16973515711084,0
133,718,mobile,GCC,after_policy,236.8257029011422,0
134,244,mobile,SA,after_policy,163.68562291288427,0
135,350,mobile,SA,before_policy,90.83650255487727,0
136,196,web,SA,before_policy,290.89115645907737,0
137,764,mobile,SA,after_policy,266.75800986571215,0
138,694,mobile,GCC,before_policy,220.8262135257803,0
139,139,mobile,SA,before_policy,82.7966570062434,0
140,198,branch,SA,after_policy,58.456170695164,0
141,442,web,SA,after_policy,156.57994923744127,0
142,333,branch,SA,after_policy,284.49047938493663,0
143,368,web,GCC,before_policy,307.43418034400474,0
144,295,branch,SA,after_policy,223.42310013649214,0
145,540,mobile,SA,before_policy,108.27584327279259,0
146,719,mobile,GCC,after_policy,84.52563152329988,0
147,734,mobile,SA,before_policy,146.67118124733565,0
148,365,mobile,SA,after_policy,147.64802119406386,0
149,663,web,SA,after_policy,322.17881105143516,0
150,556,mobile,INTL,before_policy,106.0806785044529,0
151,158,mobile,SA,after_policy,112.43165280075311,0
152,636,web,SA,before_policy,625.4639974337821,0
153,281,mobile,SA,before_policy,439.5957547775153,0
154,503,mobile,SA,before_policy,80.00216455018293,0
155,577,mobile,SA,after_policy,414.93684555426177,0
156,755,web,SA,before_policy,67.67269515742652,0
157,759,mobile,SA,after_policy,109.52566429669422,0
158,643,mobile,SA,after_policy,118.60866582113049,0
159,405,mobile,SA,after_policy,140.5672278087972,0
160,321,web,SA,before_policy,229.02460336043515,0
161,353,mobile,SA,after_policy,159.89723422726203,0
162,761,mobile,GCC,before_policy,228.21978822636743,0
163,165,branch,SA,before_policy,112.02380531974802,0
164,420,web,GCC,after_policy,192.85832206280014,0
165,544,mobile,GCC,after_policy,156.84793779650983,0
166,19,mobile,INTL,before_policy,56.15798884405506,0
167,508,mobile,SA,before_policy,208.1183994929356,0
168,209,web,SA,before_policy,158.7354147466619,0
169,225,mobile,SA,before_policy,90.0408353161223,0
170,498,branch,SA,before_policy,110.23456561437735,0
171,8,web,SA,before_policy,112.14307132817406,0
172,126,mobile,SA,before_policy,125.03042002595129,0
173,364,mobile,SA,before_policy,508.4010905838136,0
174,468,web,GCC,after_policy,641.0952919676675,0
175,88,web,SA,after_policy,22.016076173460217,0
176,290,web,GCC,after_policy,208.87209474882823,0
177,247,mobile,SA,before_policy,289.58995031441066,0
178,428,web,SA,after_policy,127.58033637499635,0
179,241,web,SA,before_policy,284.19569260770976,0
180,2,branch,SA,after_policy,472.4431310381023,0
181,425,mobile,GCC,before_policy,56.809900031650585,0
182,679,mobile,SA,after_policy,162.98094960010073,0
183,468,mobile,SA,before_policy,583.8960812790349,0
184,290,web,SA,after_policy,62.39993846900386,0
185,386,branch,SA,before_policy,136.911860012921,0
186,113,mobile,GCC,after_policy,108.43185452126133,0
187,190,mobile,GCC,after_policy,309.9233218634265,0
188,351,mobile,SA,before_policy,341.67915827378926,0
189,474,web,SA,after_policy,166.27268987932354,0
190,389,web,SA,before_policy,151.79736521138196,0
191,771,mobile,SA,after_policy,44.54930298587643,0
192,510,mobile,SA,before_policy,401.8591944904466,0
193,19,branch,SA,after_policy,115.90647075065363,0
194,420,mobile,SA,after_policy,134.33980644868774,0
195,467,mobile,GCC,before_policy,292.9845454828662,0
196,35,mobile,SA,after_policy,170.42916789467702,0
197,309,mobile,SA,after_policy,299.6722463574774,0
198,698,mobile,SA,after_policy,226.41896153290867,0
199,286,web,INTL,before_policy,171.16892640414895,0
200,366,mobile,SA,before_policy,184.4373630046722,0
201,177,web,SA,before_policy,67.63050085676223,0
202,62,web,SA,before_policy,133.71543324560517,0
203,255,mobile,SA,before_policy,316.97817881152787,0
204,619,mobile,SA,after_policy,79.11891416545319,0
205,787,mobile,SA,after_policy,89.95474809241557,0
206,529,mobile,SA,after_policy,80.1791093350618,0
207,665,web,SA,before_policy,165.2346224022161,0
208,520,mobile,SA,before_policy,396.1409954260526,0
209,527,web,SA,after_policy,217.67693107966937,0
210,342,mobile,SA,after_policy,32.33422265006454,0
211,49,mobile,SA,after_policy,233.6998267240893,0
212,329,mobile,SA,after_policy,108.91164550113677,0
213,692,mobile,INTL,before_policy,211.99605091376023,0
214,430,web,SA,after_policy,133.66676539651633,0
215,610,web,SA,after_policy,81.26215504973264,0
216,41,mobile,SA,before_policy,141.17071262150543,0
217,161,web,SA,after_policy,108.95891992152538,0
218,240,web,SA,before_policy,184.08552580159184,0
219,288,mobile,SA,before_policy,79.8217853933571,0
220,791,mobile,SA,before_policy,67.53602112728444,0
221,370,mobile,SA,after_policy,247.7591966565528,0
222,530,mobile,SA,after_policy,322.5272571492161,0
223,516,web,SA,before_policy,222.74785909112427,0
224,336,mobile,SA,after_policy,94.24134724824228,0
225,774,mobile,SA,after_policy,88.40699058107583,0
226,178,web,SA,before_policy,92.04315441289161,0
227,28,mobile,SA,before_policy,276.7948037050133,0
228,597,web,SA,before_policy,83.30143694806804,0
229,524,mobile,SA,before_policy,275.56632858793137,0
230,209,mobile,GCC,after_policy,231.79009755663998,0
231,695,mobile,SA,after_policy,352.9791136574633,0
232,130,mobile,SA,before_policy,312.37586407309755,0
233,201,mobile,INTL,after_policy,216.99165739061283,0
234,124,web,GCC,before_policy,53.086527233767484,0
235,149,web,SA,before_policy,227.48626503588915,0
236,584,web,GCC,before_policy,160.90777494411483,0
237,563,mobile,SA,before_policy,114.28809193854623,0
238,515,branch,GCC,before_policy,385.12077000176214,0
239,689,mobile,SA,before_policy,133.49513448130142,0
240,56,web,SA,before_policy,102.45111501554803,0
241,497,web,INTL,before_policy,325.98107174491577,0
242,93,mobile,SA,after_policy,111.76909784180492,0
243,765,mobile,GCC,before_policy,98.9242836166921,0
244,508,web,SA,before_policy,67.42339930975587,0
245,608,web,SA,before_policy,83.58606210937084,0
246,457,mobile,INTL,after_policy,88.75923343003255,0
247,307,web,SA,before_policy,229.23169614626278,0
248,549,mobile,GCC,after_policy,72.72239517331701,0
249,669,mobile,GCC,before_policy,40.427602702101275,0
250,143,web,SA,before_policy,183.50847659263718,0
251,698,web,SA,after_policy,95.2241985060062,0
252,582,mobile,SA,after_policy,146.7327870553046,0
253,69,mobile,SA,after_policy,364.19563535970116,0
254,749,mobile,SA,before_policy,156.03515310971224,0
255,145,mobile,SA,before_policy,426.9789782687441,0
256,481,mobile,GCC,after_policy,141.4996424574456,0
257,104,mobile,SA,before_policy,300.3262960079181,0
258,157,web,SA,after_policy,101.16986517297545,0
259,515,mobile,SA,after_policy,160.03354592193276,0
260,544,mobile,SA,before_policy,77.24038161330121,0
261,550,mobile,SA,after_policy,83.9365054002854,0
262,275,mobile,SA,before_policy,126.81552853148284,0
263,657,mobile,SA,before_policy,58.55849456779588,0
264,40,mobile,SA,after_policy,165.92767161066524,0
265,684,mobile,GCC,before_policy,120.06917229084523,0
266,242,mobile,GCC,before_policy,174.8985255567679,0
267,497,mobile,SA,after_policy,59.190811034602085,0
268,725,web,GCC,before_policy,242.55115036026672,0
269,205,mobile,INTL,before_policy,487.03187166084945,0
270,329,mobile,SA,before_policy,420.13377374427273,0
271,663,mobile,INTL,before_policy,562.6932162620333,0
272,692,mobile,SA,before_policy,152.88739900174295,0
273,189,mobile,SA,after_policy,115.97451893977956,0
274,407,web,SA,before_policy,208.785723140951,0
275,267,mobile,GCC,after_policy,125.61807608915346,0
276,414,mobile,GCC,before_policy,43.890328821777956,0
277,304,mobile,INTL,before_policy,263.3567717837577,0
278,5,mobile,INTL,after_policy,125.95424225616958,0
279,740,branch,SA,after_policy,53.13591457567082,0
280,510,mobile,SA,before_policy,103.98039942595307,0
281,370,mobile,SA,before_policy,127.97537892251921,0
282,87,mobile,SA,after_policy,149.64753505544058,0
283,58,mobile,SA,before_policy,150.91118698181145,0
284,383,mobile,GCC,before_policy,386.9570951220878,0
285,520,mobile,SA,after_policy,60.22103185166583,0
286,209,mobile,SA,after_policy,133.41960396847475,0
287,596,mobile,INTL,after_policy,80.21618561798742,0
288,314,web,GCC,before_policy,357.5652188589491,0
289,9,mobile,SA,after_policy,100.1813582082317,0
290,430,mobile,SA,before_policy,116.66646225804605,0
291,145,web,SA,after_policy,309.44697593556833,0
292,12,mobile,SA,before_policy,375.1561636597059,0
293,105,branch,SA,after_policy,416.0629107185426,0
294,228,branch,SA,after_policy,46.98464438147,0
295,412,mobile,SA,before_policy,208.10439896460656,0
296,792,mobile,SA,after_policy,179.303851523543,0
297,175,web,SA,after_policy,143.1856010461617,0
298,46,mobile,SA,before_policy,155.49252780586446,0
299,154,mobile,SA,before_policy,365.05271115200435,0
300,256,mobile,SA,before_policy,307.05057054727575,0
301,165,mobile,SA,after_policy,278.0606509163665,0
302,258,web,SA,after_policy,171.5440249546432,0
303,776,web,SA,before_policy,727.354184218017,0
304,304,web,INTL,before_policy,112.11935900190657,0
305,508,web,SA,after_policy,47.88618302212516,0
306,548,web,SA,before_policy,123.26409773198128,0
307,105,mobile,SA,before_policy,154.53435304057982,0
308,199,branch,SA,before_policy,369.5288694290035,0
309,333,branch,SA,after_policy,103.78436732024706,0
310,369,web,SA,after_policy,209.31934489564244,0
311,11,web,GCC,after_policy,52.76926969553947,0
312,516,mobile,SA,before_policy,316.39534773859083,0
313,241,mobile,SA,after_policy,155.6832649056023,0
314,258,web,SA,before_policy,121.94995430324559,0
315,483,mobile,INTL,after_policy,659.9451310969314,0
316,760,mobile,INTL,before_policy,313.8562114553702,0
317,692,mobile,SA,after_policy,71.67275469040375,0
318,784,mobile,SA,after_policy,137.47275578663374,0
319,331,mobile,GCC,after_policy,1007.6978764928222,0
320,96,mobile,INTL,before_policy,592.9865696397021,0
321,173,mobile,SA,after_policy,283.1775797677621,0
322,276,mobile,INTL,after_policy,40.73412951740988,0
323,241,mobile,SA,before_policy,377.0980338516299,0
324,167,mobile,SA,before_policy,95.14198797659446,0
325,121,web,SA,after_policy,374.8262382533164,0
326,150,mobile,SA,after_policy,89.49046292552082,0
327,527,mobile,GCC,after_policy,208.9679064171221,0
328,393,mobile,SA,before_policy,94.80310496383078,0
329,31,mobile,SA,after_policy,115.0887746473195,0
330,452,web,SA,before_policy,229.41615963826078,0
331,674,mobile,SA,before_policy,58.95480324596689,0
332,341,mobile,SA,after_policy,781.091752595674,0
333,255,web,SA,after_policy,72.30873753371714,0
334,219,mobile,SA,after_policy,69.53253981389574,0
335,304,web,SA,after_policy,229.88832270560107,0
336,223,branch,SA,before_policy,366.63206432254543,0
337,740,web,SA,after_policy,118.32180380095225,0
338,794,branch,SA,before_policy,70.10341772221707,0
339,275,mobile,GCC,after_policy,77.8150427408017,0
340,739,mobile,SA,after_policy,72.16724699914613,0
341,683,mobile,SA,after_policy,184.14541439946422,0
342,61,mobile,SA,after_policy,141.31758252314856,0
343,393,mobile,SA,after_policy,199.9530974376228,0
344,526,mobile,GCC,before_policy,191.59975739401736,0
345,338,mobile,SA,after_policy,264.28249869126404,0
346,366,mobile,SA,before_policy,111.39018148055771,0
347,396,web,SA,after_policy,88.52249343151627,0
348,552,mobile,SA,before_policy,165.571950713814,0
349,236,mobile,SA,after_policy,142.80884580785226,0
350,478,mobile,SA,after_policy,177.16232630264741,0
351,195,web,SA,after_policy,90.17939293631838,0
352,712,mobile,SA,before_policy,232.653937477779,0
353,68,web,SA,after_policy,65.04886162448386,0
354,54,mobile,GCC,after_policy,109.04173931473224,0
355,31,mobile,INTL,before_policy,327.12060753766025,0
356,280,branch,SA,before_policy,67.22730764052494,0
357,485,mobile,SA,before_policy,309.5656332876998,0
358,789,mobile,SA,after_policy,55.34744176370255,0
359,364,mobile,SA,after_policy,48.92761142730211,0
360,146,mobile,GCC,after_policy,52.15898290886825,0
361,295,mobile,SA,before_policy,161.0579627173481,0
362,102,mobile,SA,before_policy,247.32840422964935,0
363,378,mobile,SA,after_policy,366.7996817424657,0
364,584,branch,SA,after_policy,346.8906255080226,0
365,29,mobile,SA,before_policy,271.4801459504086,0
366,622,mobile,GCC,before_policy,82.90966019998099,0
367,183,web,SA,before_policy,82.40511631819437,0
368,538,mobile,SA,after_policy,257.6120123827751,0
369,653,web,GCC,after_policy,401.38292947119874,0
370,621,mobile,SA,after_policy,72.11062398019953,0
371,536,web,SA,after_policy,367.1606672116463,0
372,555,branch,SA,after_policy,38.69706557391798,0
373,151,mobile,SA,before_policy,194.98986166580346,0
374,109,web,SA,before_policy,138.0112098364222,0
375,306,web,SA,before_policy,128.64635152311658,0
376,487,web,SA,after_policy,151.69771012630756,0
377,495,mobile,SA,after_policy,81.64567670732214,0
378,622,mobile,SA,after_policy,202.8069763125805,0
379,247,mobile,GCC,after_policy,154.85170802593527,0
380,693,branch,SA,before_policy,285.6359327880681,0
381,360,mobile,SA,before_policy,451.8152140020005,0
382,197,mobile,GCC,after_policy,162.2018972992689,0
383,589,web,SA,after_policy,83.67139340706689,0
384,102,mobile,SA,before_policy,66.9181754348036,0
385,325,mobile,SA,before_policy,487.24948074974554,0
386,625,mobile,SA,after_policy,445.5284445386184,0
387,617,web,INTL,after_policy,276.2096357815409,0
388,206,mobile,SA,after_policy,154.7634359664696,0
389,134,mobile,GCC,before_policy,262.59578014125094,0
390,26,mobile,SA,before_policy,369.8604479321792,0
391,72,mobile,SA,before_policy,96.29632114181503,0
392,661,mobile,SA,before_policy,151.54107519049177,0
393,627,mobile,SA,after_policy,68.41794364068515,0
394,405,web,SA,after_policy,135.5928793637622,0
395,457,mobile,SA,after_policy,437.46271641863194,0
396,262,mobile,SA,before_policy,315.7603222466625,0
397,154,mobile,GCC,before_policy,163.1230397239736,0
398,10,mobile,GCC,after_policy,22.527500748138973,0
399,538,web,SA,before_policy,93.77939432687128,0
400,29,mobile,INTL,before_policy,159.44263070225912,0
401,85,web,SA,before_policy,127.59492612669696,0
402,635,web,SA,before_policy,151.85723057215955,0
403,467,web,SA,before_policy,175.88193478870218,0
404,392,web,SA,before_policy,102.14807422212841,0
405,175,mobile,SA,after_policy,147.63283328105288,0
406,120,branch,SA,before_policy,133.67207898565414,0
407,374,web,GCC,after_policy,90.71821216815897,0
408,287,mobile,SA,after_policy,540.4685040016307,0
409,428,mobile,GCC,after_policy,106.32272144867518,0
410,133,mobile,SA,after_policy,30.63225537780701,0
411,186,web,SA,before_policy,517.1257639382682,0
412,91,mobile,SA,before_policy,82.07281252169551,0
413,340,web,SA,after_policy,278.6442404713824,0
414,222,mobile,SA,after_policy,92.14648137279823,0
415,179,mobile,SA,before_policy,221.07338272140368,0
416,440,mobile,SA,before_policy,143.49452024195725,0
417,398,mobile,SA,after_policy,298.936622523784,0
418,169,mobile,SA,after_policy,127.79239500717968,0
419,560,web,SA,after_policy,93.81043195495187,0
420,275,mobile,GCC,after_policy,177.66751250940843,0
421,274,branch,SA,after_policy,113.55142158921197,0
422,383,web,SA,after_policy,38.45847172458369,0
423,112,web,SA,after_policy,97.41200807589635,0
424,337,mobile,SA,after_policy,1105.594284288765,0
425,466,web,SA,before_policy,41.47284912681954,0
426,103,branch,SA,after_policy,175.6924241412585,0
427,452,web,INTL,after_policy,125.20755248552092,0
428,32,mobile,SA,after_policy,536.7293300846399,0
429,483,web,SA,before_policy,68.18831255769149,0
430,29,mobile,SA,after_policy,159.319625133658,0
431,141,mobile,SA,before_policy,239.92788012458772,0
432,281,web,SA,after_policy,130.9078618718447,0
433,492,web,SA,before_policy,86.72245631009685,0
434,576,mobile,SA,after_policy,146.12503848468307,0
435,376,mobile,SA,after_policy,119.5043329005645,0
436,106,web,SA,before_policy,119.26981143216365,0
437,310,mobile,SA,after_policy,284.71783653090296,0
438,630,mobile,SA,after_policy,196.77574071415833,0
439,73,web,GCC,before_policy,218.38003265525694,0
440,573,web,GCC,before_policy,187.01845989210523,0
441,309,mobile,SA,before_policy,290.59085454671913,0
442,4,mobile,SA,after_policy,369.8072006118527,0
443,556,mobile,SA,before_policy,121.42547928129511,0
444,22,mobile,GCC,before_policy,263.38800103434386,0
445,296,web,SA,before_policy,59.89950211190281,0
446,157,web,SA,before_policy,30.65699391021815,0
447,468,mobile,SA,before_policy,532.9797994674365,0
448,45,mobile,GCC,after_policy,117.52476670445257,0
449,73,mobile,SA,before_policy,177.10291211206325,0
450,426,mobile,GCC,after_policy,62.950515083067124,0
451,796,mobile,SA,after_policy,60.9503379415068,0
452,32,mobile,SA,after_policy,90.1017219436761,0
453,369,web,SA,before_policy,232.7647788648116,0
454,643,mobile,SA,after_policy,103.38088078102501,0
455,233,web,SA,after_policy,117.32486195414332,0
456,395,mobile,SA,after_policy,88.132577644103,0
457,671,web,SA,before_policy,335.644197377422,0
458,583,branch,SA,before_policy,272.59059194483245,0
459,235,mobile,SA,after_policy,105.7519467316248,0
460,601,mobile,SA,before_policy,239.57856143903885,0
461,541,web,SA,after_policy,125.00254518120978,0
462,406,mobile,SA,after_policy,117.18050552968566,0
463,353,mobile,SA,after_policy,143.33756713163564,0
464,741,mobile,GCC,after_policy,232.8195698870235,0
465,700,web,GCC,after_policy,79.47641727261573,0
466,793,mobile,SA,before_policy,210.96162233935905,0
467,541,mobile,SA,before_policy,852.757043654325,0
468,288,mobile,GCC,after_policy,168.7106008837958,0
469,88,web,SA,before_policy,152.17066154958468,0
470,101,mobile,SA,after_policy,139.9216510481055,0
471,761,web,SA,before_policy,207.42050610679865,0
472,291,web,SA,before_policy,48.07283682226077,0
473,89,mobile,SA,after_policy,488.2165289712914,0
474,179,mobile,INTL,after_policy,294.9573790227238,0
475,17,web,SA,after_policy,94.52259344068618,0
476,425,web,SA,before_policy,151.72703151463625,0
477,473,mobile,SA,before_policy,100.46970709456322,0
478,303,mobile,SA,after_policy,182.99604063341957,0
479,596,mobile,SA,after_policy,154.92569338290286,0
480,385,mobile,GCC,before_policy,174.1720300408169,0
481,768,mobile,SA,after_policy,72.2530770226747,0
482,611,mobile,SA,before_policy,105.94494218234263,0
483,61,mobile,GCC,after_policy,331.04043863917883,0
484,220,web,SA,before_policy,102.14016623116761,0
485,604,web,SA,after_policy,23.325654948888936,0
486,430,web,SA,before_policy,133.56105717127107,0
487,603,web,GCC,after_policy,802.7503567050163,0
488,269,web,GCC,after_policy,268.86633600818305,0
489,31,mobile,SA,before_policy,98.60263011423072,0
490,628,web,SA,before_policy,143.24819512324592,0
491,629,mobile,INTL,after_policy,238.8657214235319,0
492,512,mobile,GCC,after_policy,43.40713182898888,0
493,324,branch,SA,after_policy,81.51268917681163,0
494,7,web,INTL,after_policy,196.14277005901073,0
495,583,mobile,SA,before_policy,453.11257369698296,0
496,529,web,SA,after_policy,109.1227911870409,0
497,535,mobile,SA,before_policy,444.48315637583744,0
498,137,mobile,SA,after_policy,87.52929026780964,0
499,585,mobile,SA,after_policy,13.875728139450647,0
500,580,mobile,SA,after_policy,249.80174622887364,0
501,686,web,SA,before_policy,216.64915764945513,0
502,454,mobile,SA,before_policy,248.4717106037414,0
503,586,mobile,SA,after_policy,241.76674808162412,0
504,322,branch,SA,before_policy,169.732732492743,0
505,558,mobile,INTL,after_policy,123.82005865288154,0
506,556,mobile,SA,after_policy,127.16915582750968,0
507,624,mobile,GCC,before_policy,107.52453120928281,0
508,686,mobile,SA,before_policy,112.1375749740061,0
509,3,mobile,SA,after_policy,41.77406405987286,0
510,623,web,SA,after_policy,63.433013091790606,0
511,634,web,SA,before_policy,132.3705373685127,0
512,437,mobile,SA,before_policy,30.91968739439453,0
513,416,mobile,SA,before_policy,36.39793797088108,0
514,579,mobile,SA,after_policy,117.44879819571948,0
515,365,web,SA,after_policy,135.66225239097875,0
516,332,mobile,SA,after_policy,119.18194260923433,0
517,643,mobile,SA,after_policy,28.052138503674538,0
518,632,branch,SA,after_policy,439.9568510428115,0
519,166,mobile,SA,after_policy,54.30620714586987,0
520,664,mobile,SA,before_policy,83.70404056201735,0
521,262,mobile,SA,after_policy,61.3602610003058,0
522,110,mobile,SA,after_policy,368.4561115019666,0
523,703,branch,SA,after_policy,199.33644697338548,0
524,191,mobile,SA,after_policy,106.56230261640273,0
525,163,mobile,SA,before_policy,101.43729992191783,0
526,216,mobile,SA,after_policy,168.2944735660262,0
527,394,mobile,GCC,after_policy,62.01721384328001,0
528,133,mobile,SA,after_policy,193.74010219867958,0
529,128,web,GCC,before_policy,101.08367243439832,0
530,315,mobile,SA,after_policy,213.52361327290353,0
531,175,web,SA,after_policy,208.51391091721618,0
532,155,web,SA,after_policy,97.95144210474267,0
533,730,mobile,SA,before_policy,35.27244049755213,0
534,477,web,SA,after_policy,124.8636488940825,0
535,12,web,SA,after_policy,53.80513267120012,0
536,82,web,SA,after_policy,156.81147382215661,0
537,652,mobile,SA,after_policy,124.01464868498235,0
538,216,mobile,SA,before_policy,98.33731752792875,0
539,122,mobile,GCC,after_policy,59.92575645740117,0
540,533,web,GCC,before_policy,340.61486993079376,0
541,671,mobile,SA,before_policy,108.0314505524631,0
542,319,mobile,SA,before_policy,770.7357704531584,0
543,595,mobile,SA,before_policy,152.08669599246727,0
544,338,mobile,GCC,before_policy,189.82689030196047,0
545,88,web,SA,before_policy,152.54330700086965,0
546,639,web,SA,before_policy,188.50041545578804,0
